descripcion_limpia,categoria
Servicio gasolinera,Transporte
Decoracion del hogar,Vivienda
Calzado,Ocio
Huevos,Alimentacion
Tour turístico,Ocio
Seguro de casa,Vivienda
cablebus,Transporte
Compra libros escolares,Educación
Suscripcion Netflix,Ocio
Terapia fisica,Salud
GASOLINA,Transporte
Libro escolar,Educación
Articulos limpieza,Vivienda
Suscripcion Netflix,Ocio
Compra despensa,Alimentacion
Servicio cable,Servicios
Productos para hogar,Vivienda
Curso online,Educación
Tortillas,Alimentacion
Pago cable,Servicios
Servicio de cable,Servicios
Escuela,Educación
Té y galletas,Alimentacion
Gas,Servicios
Taxi de Sitio,Transporte
Nutriologo,Salud
verdura,Alimentacion
Lacteos,Alimentacion
Pago CFE,Servicios
Compra de despensa,Alimentacion
Taxi,Transporte
medico,Salud
MEDICINA,Salud
Servicio spa,Ocio
Pago universidad,Educación
Libros escolares,Educación
Entrada teatro,Ocio
CFE,Servicios
Frutas,Alimentacion
Francés,Educación
curso,Educación
Abono hipoteca ,Vivienda
Pantalón,Ocio
Gas LP,Servicios
Perfume,Ocio
Streaming,Ocio
Paseo,Ocio
Pago mensual renta,Vivienda
Accesorios de moda,Ocio
Alquiler,Vivienda
Factura agua,Servicios
universidad,Educación
Streaming,Servicios
Electrodomestico,Vivienda
Tanque de gasolina,Transporte
Reparacion electrodomestico,Vivienda
recibo de luz,Servicios
Pan dulce,Alimentacion
Te,Alimentacion
Clases privadas,Educación
Cafe de cafeteria,Alimentacion
Examen de laboratorio,Salud
Mensualidad universidad,Educación
plomeria,Vivienda
Lentes,Ocio
Pago gas natural,Servicios
PEMEX,Transporte
suscripcion netflix,Ocio
Despensa,Alimentacion
Pago colegiatura,Educación
Novela,Ocio
Agua embotellada,Alimentacion
Restaurante,Alimentacion
colegiatura,Educación
Paseo turistico,Ocio
Compra en supermercado,Alimentacion
Hospitalizacion,Salud
UBER,Transporte
Cita médica,Salud
Viaje en taxi,Transporte
Rappi comida,Alimentacion
Utensilios cocina,Vivienda
panaderia,Alimentacion
Festival,Ocio
Certificacion,Educación
Fisioterapia,Salud
cafe,Alimentacion
Seminario academico,Educación
Inglés,Educación
Television por cable,Servicios
Caseta,Transporte
pago cfe,Servicios
transporte publico,Transporte
HIPOTECA,Vivienda
Dentista,Salud
Yogur,Alimentacion
Articulos de limpieza,Vivienda
Pago Netflix,Ocio
Clases idiomas,Educación
Medicamento,Salud
Estacionamiento vehículo,Transporte
Congreso academico,Educación
Clases particulares,Educación
hipoteca,Vivienda
Farmacias Guadalajara,Salud
Cartera,Ocio
Clases de inglés,Educación
Material de estudio,Educación
curso,Educación
SACMEX,Servicios
medicamento,Salud
universidad,Educación
Compra comida,Alimentacion
Utensilios cocina,Vivienda
Pulsera,Ocio
Pago alquiler,Vivienda
Curso de internet,Educación
Suscripción Paramount,Ocio
Clase particular,Educación
gas,Servicios
Mensualidad escuela,Educación
Clase particular,Educación
Mensualidad universidad,Educación
gas,Servicios
Tanque de gasolina,Transporte
Consulta doctor,Salud
Pintura para casa,Vivienda
Mantenimiento de caldera,Servicios
Pasaje tren,Transporte
Tenis,Ocio
Tacos,Alimentacion
gorra,Ocio
Pago crédito hipotecario,Vivienda
Cablebus CDMX,Transporte
Panaderia,Alimentacion
Telefonía celular,Servicios
Conferencia academica,Educación
Antibiotico,Salud
metro,Transporte
Pantalón,Ocio
Rappi comida,Alimentacion
Mantenimiento de caldera,Servicios
Productos de cuidado personal,Ocio
Servicio de internet,Servicios
Frances,Educación
Mantenimiento caldera,Servicios
Pago de hipoteca,Vivienda
Examen de laboratorio,Salud
Pantalon,Ocio
Servicio cable,Servicios
Antibiotico,Salud
Herramientas,Vivienda
CFE pago,Servicios
Streaming,Servicios
taxi,Transporte
dentista,Salud
Electrodoméstico,Vivienda
Pago de renta,Vivienda
Análisis Laboratorio,Salud
Transporte urbano,Transporte
Seminario academico,Educación
Compra libro escolar,Educación
Videojuegos,Ocio
Materiales escolares,Educación
Material didáctico,Educación
gorra,Ocio
Credito hipotecario,Vivienda
Yogur,Alimentacion
combustible,Transporte
Recibo gas,Servicios
Examen de laboratorio,Salud
Pago de universidad,Educación
Antibiótico,Salud
Estacionamiento vehiculo,Transporte
Boleto cine,Ocio
Delivery de comida,Alimentacion
Pago combustible,Transporte
Pasaje,Transporte
Plomeria,Vivienda
RENTA,Vivienda
Autobús,Transporte
Boleto de autobus,Transporte
Boleto cine,Ocio
Cómic,Ocio
taxi sitio,Transporte
Recibo CFE,Servicios
Frutas y verduras,Alimentacion
Curso de internet,Educación
Recarga Metro,Transporte
Tarjeta movilidad,Transporte
Servicio spa,Ocio
Reparación de plomería,Vivienda
Pantalón,Ocio
Examen medico,Salud
CFE,Servicios
Estacionamiento,Transporte
Muebles sala,Vivienda
Autopista,Transporte
Medico,Salud
Decoración casa,Vivienda
Cafeteria,Alimentacion
Medicina,Salud
Farmacia del Ahorro,Salud
Pago renta,Vivienda
uber,Transporte
Pasaje de autobus,Transporte
Utiles escolares,Educación
Materiales escolares,Educación
Productos para hogar,Vivienda
Pasaje,Transporte
Tanque gas,Servicios
Pago inscripcion,Educación
Consulta con doctor,Salud
Limpieza casa,Servicios
Pago cable,Servicios
TELCEL,Servicios
Comida rapida restaurante,Alimentacion
Compra de comida,Alimentacion
Material escolar,Educación
Materiales escolares,Educación
Antibiótico,Salud
Mensualidad universidad,Educación
CFE pago,Servicios
Inscripción escuela,Educación
Tren suburbano,Transporte
Recarga gas,Servicios
Crema,Ocio
Crema corporal,Ocio
Internet hogar,Servicios
Congreso académico,Educación
Clase de baile,Ocio
Despensa quincenal,Alimentacion
MAGNA,Transporte
Pintura interiores,Vivienda
RESTAURANTE,Alimentacion
Cafe,Alimentacion
Comida en restaurante,Alimentacion
Ferreteria,Vivienda
Cita medica,Salud
Pago de celular,Servicios
Festival,Ocio
Surf,Ocio
Servicios de reparación hogar,Vivienda
Decoración del hogar,Vivienda
Crema,Ocio
Visita turística,Ocio
Paseo,Ocio
Urgencias medicas,Salud
Antibióticos,Salud
Comisión Federal de Electricidad,Servicios
Cita doctor,Salud
Playera,Ocio
paramount,Ocio
Cablebus CDMX,Transporte
Baile,Ocio
Mensualidad escolar,Educación
Libro,Ocio
Receta medica,Salud
Clases de ingles,Educación
Pago seguro vivienda,Vivienda
Suscripcion netflix,Ocio
Te,Alimentacion
Pedido comida,Alimentacion
Autobus,Transporte
Patinaje,Ocio
Gas natural,Servicios
Boleto de autobús,Transporte
Didi food,Alimentacion
farmacia,Salud
Compra medicamento,Salud
Tour por ciudad,Ocio
Paseo,Ocio
Medicina,Salud
Joyeria,Ocio
TIANGUIS,Alimentacion
Visita turística,Ocio
galleta,Alimentacion
Parking,Transporte
Fotografia,Ocio
CAFÉ,Alimentacion
Curso de idiomas,Educación
walmart,Alimentacion
Tour turístico,Ocio
pago agua,Servicios
Examen médico,Salud
Alquiler,Vivienda
Servicio telefónico,Servicios
Pago seguro medico,Salud
DiDi,Transporte
Dentista,Salud
Consulta medica,Salud
Comida para llevar,Alimentacion
Útiles escolares,Educación
Urgencias médicas,Salud
Odontologo,Salud
Consulta medica,Salud
Libro de texto,Educación
Streaming,Ocio
Farmacia similares,Salud
Boleto teatro,Ocio
MEDICO,Salud
Analgesico,Salud
Joyeria,Ocio
Mercado,Alimentacion
Superercado,Alimentacion
Pago colegiatura,Educación
Abono Hipoteca,Vivienda
Fisioterapia,Salud
LIBRO,Ocio
Pago internet,Servicios
Pago de universidad,Educación
Recibo de gas,Servicios
Mueble para sala,Vivienda
Recibo de agua,Servicios
combustible,Transporte
Peaje,Transporte
stream,Ocio
RESTAURANTE,Alimentacion
Limpieza,Servicios
Pago inscripcion,Educación
Clases particulares,Educación
Viaje Didi,Transporte
Cable,Servicios
Gasolina magna,Transporte
Suscripción Disney,Ocio
Boleto autobus,Transporte
Limpieza casa,Servicios
laboratorio medico,Salud
Tienda de ropa,Ocio
Cafetería,Alimentacion
Recarga tarjeta transporte,Transporte
Mantenimiento caldera,Servicios
Jarabe,Salud
Hospitalización,Salud
surf,Ocio
Certificacion profesional,Educación
Alquiler vivienda,Vivienda
TAXI,Transporte
TAXI,Transporte
Obra de teatro,Ocio
Compra pintura,Vivienda
Reparación casa,Vivienda
Antibiotico,Salud
Médico,Salud
Reparacion de plomeria,Vivienda
Cartera,Ocio
Mantenimiento del edificio,Vivienda
Urgencias medicas,Salud
Curso online,Educación
Mantenimiento servicio,Servicios
Compra pintura,Vivienda
Pago inscripción,Educación
Renta,Vivienda
SACMEX,Servicios
Decoración casa,Vivienda
Mueble para sala,Vivienda
pastilla,Salud
Curso virtual,Educación
Tianguis,Alimentacion
laboratorio medico,Salud
Pintura hogar,Vivienda
Mensualidad universidad,Educación
Electrodomestico,Vivienda
pemex,Transporte
Abono hipoteca,Vivienda
Doctor,Salud
Tortillas,Alimentacion
Curso online,Educación
Pago de universidad,Educación
Útiles escolares,Educación
Cómic,Ocio
taxi,Transporte
Tacos,Alimentacion
Colegio,Educación
tortillas,Alimentacion
Pago cable,Servicios
GAS LP,Servicios
Pago combustible,Transporte
Camion,Transporte
Entrada evento,Ocio
Recarga tarjeta metro,Transporte
Clases de inglés,Educación
sacmex,Servicios
Tutor,Educación
Pago de escuela,Educación
Alimentos,Alimentacion
Café espresso,Alimentacion
Reparacion plomeria,Vivienda
Conferencia académica,Educación
Clase particular,Educación
Pastillas,Salud
Decoracion del hogar,Vivienda
Compra en mercado,Alimentacion
Reparación casa,Vivienda
Consola videojuego,Ocio
Artículos limpieza,Vivienda
Yogurt,Alimentacion
curso,Educación
Pago de hipoteca,Vivienda
HIPOTECA,Vivienda
playera,Ocio
Pago inscripción,Educación
Universidad,Educación
pago agua,Servicios
Servicio gas,Servicios
Material de estudio,Educación
Servicio mantenimiento,Servicios
Transporte publico,Transporte
ropa,Ocio
Articulos de limpieza,Vivienda
Plan de internet,Servicios
Mantenimiento caldera,Servicios
Artículos de limpieza,Vivienda
Inscripción escolar,Educación
Viaje transporte,Transporte
Decoracion del hogar,Vivienda
Pasaje tren,Transporte
Boleto concierto,Ocio
limpieza,Servicios
Material didactico,Educación
Uber Eats,Alimentacion
Artículos limpieza,Vivienda
Tianguis,Alimentacion
Cablebús,Transporte
Compra de despensa,Alimentacion
Psicologo,Salud
MEDICINA,Salud
Libros escolares,Educación
Congreso académico,Educación
Pago mensual renta,Vivienda
Latte,Alimentacion
Recibo de luz,Servicios
reloj,Ocio
tortillas,Alimentacion
gas,Servicios
Comic,Ocio
Viaje transporte,Transporte
Reparación tubería,Vivienda
Visita guiada,Ocio
Clases de matemáticas,Educación
crema,Ocio
Servicio de mantenimiento,Servicios
Curso de idiomas,Educación
Pasaje urbano,Transporte
Pasatiempo,Ocio
Bolso,Ocio
Cuota de mantenimiento,Vivienda
Laboratorio medico,Salud
Consulta con doctor,Salud
Reparación electrodoméstico,Vivienda
Reparacion plomeria,Vivienda
muebles,Vivienda
Inscripcion escuela,Educación
Medicamento farmacia,Salud
Ciclismo,Ocio
Dentista,Salud
Compra en farmacia,Salud
pemex,Transporte
Tianguis,Alimentacion
vegetal,Alimentacion
Seguro de vivienda,Vivienda
Bolsa,Ocio
Desayuno,Alimentacion
Pintura para casa,Vivienda
Pago renta,Vivienda
Cuota escolar,Educación
Compra limpieza hogar,Vivienda
Té,Alimentacion
Médico,Salud
Pago agua,Servicios
Pintura hogar,Vivienda
ciclismo,Ocio
Compra libro escolar,Educación
Inscripcion curso,Educación
Yogur,Alimentacion
Artículos de limpieza,Vivienda
Crédito hipotecario,Vivienda
Articulos para hogar,Vivienda
Antibiotico,Salud
Examen médico,Salud
Pan,Alimentacion
Uber eats,Alimentacion
TAXI,Transporte
Conferencia académica,Educación
ESCUELA,Educación
Jugo,Alimentacion
Compra muebles,Vivienda
Botanas,Alimentacion
Televisión por cable,Servicios
Pintura hogar,Vivienda
Visita turistica,Ocio
Farmacia Similares,Salud
Té,Alimentacion
Mantenimiento casa,Vivienda
Consulta dental,Salud
Pago de hipoteca,Vivienda
Pago servicio,Servicios
Estacionamiento,Transporte
Inscripcion escuela,Educación
Consulta médica,Salud
Tarjeta Metro,Transporte
Recibo de gas,Servicios
Curso de idiomas,Educación
Laboratorio medico,Salud
Electrodoméstico,Vivienda
Latte,Alimentacion
Pintura interiores,Vivienda
Metro,Transporte
Decoración casa,Vivienda
Servicio mantenimiento,Servicios
Receta medica,Salud
Cablebus CDMX,Transporte
Examen certificación,Educación
pago agua,Servicios
Medicinas,Salud
Cuota de mantenimiento,Vivienda
Colegio,Educación
Museo,Ocio
Crema facial,Ocio
Pago gas,Servicios
Boleto cine,Ocio
Autopista,Transporte
Inscripción curso,Educación
Pago combustible,Transporte
autobus,Transporte
Recarga tarjeta metro,Transporte
Clases de matematicas,Educación
Recarga de gas,Servicios
Urgencias médicas,Salud
Telefonía móvil,Servicios
Compra de comida,Alimentacion
natacion,Ocio
gasolina premium,Transporte
Hospital,Salud
Novela,Ocio
cafe,Alimentacion
Joyeria,Ocio
Cablebus,Transporte
Juegos,Ocio
Jarabe,Salud
Recarga gas,Servicios
Viaje Uber,Transporte
Material de estudio,Educación
Agua potable,Servicios
Suscripción Paramount,Ocio
Streaming,Servicios
Compra medicamentos,Salud
Inscripción curso,Educación
CFE pago,Servicios
Recibo de servicio,Servicios
Compra en supermercado,Alimentacion
Consulta dental,Salud
Artículos de limpieza,Vivienda
Peaje,Transporte
Fotografia,Ocio
Seguro medico,Salud
Té,Alimentacion
Telefonia celular,Servicios
Compra en tianguis,Alimentacion
Compra libro escolar,Educación
Mantenimiento servicio,Servicios
Consulta doctor,Salud
Tanque de gasolina,Transporte
Servicio gasolinera,Transporte
RENTA,Vivienda
Pago television por cable,Servicios
universidad,Educación
Autobus,Transporte
Pago de escuela,Educación
Clases de ingles,Educación
Pista de hielo,Ocio
Caseta,Transporte
Cita medica,Salud
Tienda de abarrotes,Alimentacion
uber,Transporte
Cuota autopista,Transporte
Pago de electricidad,Servicios
Libros de texto,Educación
Material de estudio,Educación
Hobby,Ocio
Obra de teatro,Ocio
Comida en restaurante,Alimentacion
Uber Eats,Alimentacion
Vestido,Ocio
Boleto concierto,Ocio
Gorra,Ocio
Útiles escolares,Educación
medico,Salud
Compra medicamentos,Salud
Pago de universidad,Educación
MEDICINA,Salud
Colegiatura,Educación
Delivery de comida,Alimentacion
pintura,Vivienda
Abarrotes,Alimentacion
restaurante,Alimentacion
Frutas y verduras,Alimentacion
Consulta dental,Salud
Pago television por cable,Servicios
Gasolina Premium,Transporte
Parque diversiones,Ocio
Consulta medica,Salud
Pintura para interiores,Vivienda
Herramientas,Vivienda
Laboratorio,Salud
Curso virtual,Educación
Televisión por cable,Servicios
Televisión por cable,Servicios
patinaje,Ocio
Tren suburbano,Transporte
Pago limpieza,Servicios
Servicio mantenimiento,Servicios
Consulta nutricional,Salud
Pago crédito hipotecario,Vivienda
dentista,Salud
Tanque gasolina,Transporte
Reparacion hogar,Vivienda
curso,Educación
Escuela,Educación
Internet,Servicios
Recarga tarjeta movilidad,Transporte
Análisis Laboratorio,Salud
Compra farmacia,Salud
Patinaje,Ocio
Cablebús,Transporte
Transporte urbano,Transporte
Productos limpieza,Vivienda
Mantenimiento casa,Vivienda
Servicio telefónico,Servicios
Frutas y verduras,Alimentacion
Caseta,Transporte
Abarrotes tienda,Alimentacion
Servicio streaming,Servicios
Mensualidad universidad,Educación
Gasolina Magna,Transporte
Seminario,Educación
Herramientas hogar,Vivienda
Compra en supermercado,Alimentacion
Clase particular,Educación
farmacia similares,Salud
Lentes de sol,Ocio
Tutorías,Educación
doctor,Salud
Pasaje urbano,Transporte
Pago limpieza,Servicios
Pintura hogar,Vivienda
Fibra óptica,Servicios
Mensualidad escolar,Educación
Pago Disney,Ocio
PEMEX,Transporte
Servicio gasolinera,Transporte
Panaderia,Alimentacion
Carga gas LP,Servicios
Entrada teatro,Ocio
joyeria,Ocio
TELCEL,Servicios
Curso virtual,Educación
Suscripcion netflix,Ocio
pantalon,Ocio
Compra en farmacia,Salud
verdura,Alimentacion
Mantenimiento servicio,Servicios
HIPOTECA,Vivienda
Electrodomésticos,Vivienda
Analgesico,Salud
Artículos limpieza,Vivienda
Abarrotes tienda,Alimentacion
Reparación hogar,Vivienda
Cablebus CDMX,Transporte
Entrada museo,Ocio
Conferencia academica,Educación
senderismo,Ocio
vegetales,Alimentacion
Evento,Ocio
GASOLINA,Transporte
Pasaje autobus,Transporte
Antibiotico,Salud
Reparacion plomeria,Vivienda
Pedido comida,Alimentacion
Reparación hogar,Vivienda
Clases de inglés,Educación
Frutas y verduras,Alimentacion
Suscripcion de streaming,Servicios
Servicio Didi,Transporte
Recarga Metro,Transporte
Pago telefonia,Servicios
despensa,Alimentacion
Taller idiomas,Educación
pago agua,Servicios
WALMART,Alimentacion
Cafetería,Alimentacion
Seguro médico,Salud
Comida rapida,Alimentacion
Pago gas,Servicios
Reparación casa,Vivienda
Set de ducha,Ocio
Material de estudio,Educación
Tren Suburbano,Transporte
Seminario académico,Educación
Seminario academico,Educación
Medicina,Salud
Tutorias,Educación
Sombrero,Ocio
Muebles sala,Vivienda
Pago de universidad,Educación
Supermercado,Alimentacion
Psicologo,Salud
Servicio de internet,Servicios
Inscripción escuela,Educación
Farmacia,Salud
Boleto cablebus,Transporte
pastillas,Salud
Streaming,Servicios
Utiles escolares,Educación
Reparación electrodoméstico,Vivienda
Vestido,Ocio
tortilleria,Alimentacion
Compra supermercado,Alimentacion
Suscripcion de streaming,Servicios
Suscripcion Netflix,Ocio
Hobby,Ocio
Tutor,Educación
Compra pintura,Vivienda
Boleto concierto,Ocio
Diplomado,Educación
Compra medicamentos,Salud
Servicio caldera,Servicios
Examen laboratorio,Salud
Pago gas,Servicios
Kit de ducha,Ocio
cafe,Alimentacion
Laboratorio médico,Salud
Autopista,Transporte
Cafetería local,Alimentacion
Doctor,Salud
Compra en tianguis,Alimentacion
Telefonia celular,Servicios
Verduras,Alimentacion
Inscripcion escolar,Educación
pago cfe,Servicios
Mensualidad escolar,Educación
Walmart,Alimentacion
Farmacia,Salud
SACMEX,Servicios
autobus,Transporte
combustible,Transporte
Recarga tarjeta movilidad,Transporte
Recibo CFE,Servicios
Mantenimiento departamento,Vivienda
Compra utiles escolares,Educación
Adornos para casa,Vivienda
Pemex,Transporte
Inglés,Educación
Carga gasolina,Transporte
gas natural,Servicios
Consulta médica,Salud
Material didactico,Educación
Frutas y verduras,Alimentacion
Patinaje,Ocio
Taxi,Transporte
Paseo turístico,Ocio
paramount,Ocio
Recarga Metro,Transporte
Conferencia académica,Educación
Delivery de comida,Alimentacion
cafe,Alimentacion
Mensualidad del gimnasio,Servicios
Certificación profesional,Educación
gasolina premium,Transporte
Carga gas LP,Servicios
TAXI,Transporte
Mantenimiento casa,Vivienda
Analgesico,Salud
Cafetería local,Alimentacion
Viaje Didi,Transporte
Comida para llevar,Alimentacion
tortillas,Alimentacion
Paseo,Ocio
Pago escuela,Educación
Entrada cine,Ocio
Didi Food,Alimentacion
Compra electrodomestico,Vivienda
